(1, 30.2782)
(2, 59.3842)
(3, 87.325)
(4, 113.109)
(5, 134.88)
(6, 159.649)
(7, 180.769)
(8, 200.574)
(9, 219.468)
(10, 238.519)
(11, 256.563)
(12, 273.715)
(13, 291.361)
(14, 308.003)
(15, 323.034)
(16, 340.474)
(17, 355.697)
(18, 372.907)
(19, 386.756)
(20, 403.039)
(21, 415.505)
(22, 430.859)
(23, 446.228)
(24, 459.269)
(25, 472.032)
(26, 485.861)
(27, 499.053)
(28, 511.541)
(29, 524.214)
(30, 534.834)
(31, 548.77)
(32, 559.449)
(33, 572.204)
(34, 582.831)
(35, 592.832)
(36, 606.046)
(37, 617.362)
(38, 625.236)
(39, 637.558)
(40, 648.543)
(41, 656.463)
(42, 666.717)
(43, 677.202)
(44, 687.139)
(45, 697.32)
(46, 707.072)
(47, 717.359)
(48, 726.728)
(49, 735.715)
(50, 743.302)
(50, 72.7572)
