(1, 15.2534)
(2, 28.1276)
(1, 15.4005)
(2, 27.3233)
(3, 41.2973)
(1, 14.6683)
(2, 28.2844)
(3, 40.8562)
(4, 53.2504)
(1, 14.7474)
(2, 26.8445)
(3, 40.4054)
(4, 52.8339)
(5, 63.5117)
(1, 14.7344)
(2, 28.7883)
(3, 40.0754)
(4, 51.5197)
(5, 64.7295)
(6, 72.8112)
(1, 11.4318)
(2, 28.6272)
(3, 38.2823)
(4, 51.7386)
(5, 64.283)
(6, 73.1081)
(7, 82.9763)
(1, 15.4213)
(2, 27.4687)
(3, 38.6901)
(4, 51.3471)
(5, 63.5658)
(6, 72.8398)
(7, 82.7577)
(8, 88.0008)
(1, 14.9585)
(2, 27.6199)
(3, 35.9308)
(4, 53.0926)
(5, 63.3074)
(6, 75.0334)
(7, 82.6101)
(8, 91.0242)
(9, 96.2929)
(1, 15.202)
(2, 28.1509)
(3, 36.9403)
(4, 53.5951)
(5, 64.3396)
(6, 73.1114)
(7, 82.7309)
(8, 89.0971)
(9, 97.824)
(10, 104.192)
(1, 15.134)
(2, 28.53)
(3, 36.461)
(4, 50.7884)
(5, 63.9749)
(6, 74.1979)
(7, 83.0346)
(8, 91.1827)
(9, 97.5097)
(10, 105.342)
(11, 109.138)
(1, 14.9301)
(2, 27.1588)
(3, 36.6131)
(4, 51.448)
(5, 58.7012)
(6, 70.8387)
(7, 78.7844)
(8, 88.9003)
(9, 95.7681)
(10, 104.739)
(11, 109.676)
(12, 116.481)
(1, 11.0401)
(2, 28.4238)
(3, 36.2846)
(4, 52.4875)
(5, 58.8855)
(6, 70.672)
(7, 80.0234)
(8, 88.9806)
(9, 97.3879)
(10, 102.022)
(11, 112.499)
(12, 117.777)
(13, 121.609)
(1, 14.4148)
(2, 27.9505)
(3, 36.8322)
(4, 50.6351)
(5, 59.218)
(6, 70.8661)
(7, 80.1337)
(8, 88.5631)
(9, 95.6312)
(10, 102.638)
(11, 108.588)
(12, 115.176)
(13, 122.308)
(14, 125.605)
(1, 15.1365)
(2, 27.4535)
(3, 37.0267)
(4, 49.5247)
(5, 60.7199)
(6, 70.6826)
(7, 80.896)
(8, 88.4199)
(9, 94.733)
(10, 103.974)
(11, 108.974)
(12, 115.368)
(13, 121.781)
(14, 126.79)
(15, 134.512)
(1, 15.0102)
(2, 28.1046)
(3, 36.5102)
(4, 46.7309)
(5, 59.4411)
(6, 70.5315)
(7, 81.4158)
(8, 87.4376)
(9, 96.561)
(10, 102.575)
(11, 109.085)
(12, 114.954)
(13, 123.184)
(14, 127.336)
(15, 133.13)
(16, 138.397)
(1, 15.2153)
(2, 27.9044)
(3, 35.7207)
(4, 47.8672)
(5, 64.8091)
(6, 64.527)
(7, 79.6034)
(8, 88.8012)
(9, 95.5827)
(10, 103.879)
(11, 110.242)
(12, 116.134)
(13, 122.127)
(14, 129.058)
(15, 132.885)
(16, 138.152)
(17, 143.449)
(1, 11.5337)
(2, 27.8089)
(3, 36.5585)
(4, 45.7023)
(5, 58.9623)
(6, 69.4803)
(7, 81.7751)
(8, 88.2942)
(9, 95.6828)
(10, 102.884)
(11, 109.033)
(12, 116.66)
(13, 123.809)
(14, 126.83)
(15, 134.093)
(16, 138.161)
(17, 142.064)
(18, 149.656)
(1, 15.1668)
(2, 27.993)
(3, 36.0988)
(4, 47.6955)
(5, 57.4953)
(6, 71.2783)
(7, 81.179)
(8, 89.0887)
(9, 96.6199)
(10, 102.53)
(11, 109.666)
(12, 114.846)
(13, 119.878)
(14, 127.462)
(15, 131.409)
(16, 138.875)
(17, 143.088)
(18, 148.943)
(19, 153.52)
(1, 14.9556)
(2, 25.6093)
(3, 37.8084)
(4, 47.2774)
(5, 59.0671)
(6, 70.5309)
(7, 79.7795)
(8, 89.163)
(9, 96.6132)
(10, 103.08)
(11, 109.02)
(12, 115.528)
(13, 120.087)
(14, 127.305)
(15, 134.922)
(16, 138.79)
(17, 143.821)
(18, 149.255)
(19, 153.104)
(20, 158.978)
(1, 15.3132)
(2, 28.5045)
(3, 41.665)
(4, 46.5942)
(5, 56.7307)
(6, 65.9859)
(7, 79.5954)
(8, 89.1699)
(9, 95.8354)
(10, 103.572)
(11, 109.237)
(12, 114.242)
(13, 121.495)
(14, 126.327)
(15, 130.421)
(16, 137.572)
(17, 142.923)
(18, 149.179)
(19, 153.787)
(20, 160.401)
(21, 162.691)
(1, 14.6859)
(2, 25.4878)
(3, 38.1276)
(4, 48.7238)
(5, 58.5265)
(6, 69.835)
(7, 79.4057)
(8, 89.3264)
(9, 95.5126)
(10, 103.301)
(11, 108.336)
(12, 115.321)
(13, 121.672)
(14, 126.955)
(15, 129.919)
(16, 139.686)
(17, 144.298)
(18, 149.148)
(19, 154.536)
(20, 159.098)
(21, 164.796)
(22, 167.955)
(1, 14.8729)
(2, 21.4105)
(3, 41.2896)
(4, 47.2428)
(5, 59.4004)
(6, 70.4864)
(7, 76.1326)
(8, 89.4611)
(9, 97.0176)
(10, 103.306)
(11, 110.063)
(12, 115.883)
(13, 121.633)
(14, 125.689)
(15, 133.819)
(16, 138.143)
(17, 143.424)
(18, 147.624)
(19, 153.173)
(20, 158.277)
(21, 164.171)
(22, 168.8)
(23, 174.541)
(1, 14.3002)
(2, 28.8965)
(3, 41.1741)
(4, 47.4558)
(5, 54.9456)
(6, 69.3109)
(7, 76.345)
(8, 89.4286)
(9, 97.2834)
(10, 102.622)
(11, 108.377)
(12, 116.923)
(13, 122.04)
(14, 125.759)
(15, 131.35)
(16, 137.985)
(17, 142.935)
(18, 147.686)
(19, 154.652)
(20, 159.636)
(21, 162.752)
(22, 167.986)
(23, 173.177)
(24, 176.913)
(1, 15.2829)
(2, 28.1307)
(3, 40.5004)
(4, 48.4593)
(5, 54.6956)
(6, 71.6934)
(7, 78.5574)
(8, 88.9741)
(9, 93.7855)
(10, 101.32)
(11, 110.194)
(12, 116.087)
(13, 121.202)
(14, 127.138)
(15, 134.428)
(16, 138.35)
(17, 142.485)
(18, 150.235)
(19, 154.465)
(20, 158.646)
(21, 163.504)
(22, 169.029)
(23, 172.625)
(24, 176.385)
(25, 181.522)
(1, 15.3384)
(2, 26.0354)
(3, 37.2757)
(4, 47.9643)
(5, 57.3969)
(6, 70.4235)
(7, 77.7629)
(8, 89.1422)
(9, 94.6685)
(10, 101.748)
(11, 108.372)
(12, 113.914)
(13, 120.771)
(14, 125.97)
(15, 132.373)
(16, 136.522)
(17, 141.42)
(18, 147.074)
(19, 151.772)
