(1, 30.6007)
(2, 60.0866)
(3, 86.8749)
(4, 113.467)
(5, 137.402)
(6, 159.676)
(7, 181.313)
(8, 200.467)
(9, 219.208)
(10, 238.916)
(11, 256.818)
(12, 274.141)
(13, 290.91)
(14, 308.987)
(15, 323.878)
(16, 340.759)
(17, 354.091)
(18, 370.642)
(19, 387.336)
(20, 402.73)
(21, 415.217)
(22, 431.481)
(23, 443.38)
(24, 455.11)
(25, 472.392)
(26, 483.432)
(27, 497.333)
(28, 504.94)
(29, 524.59)
(30, 534.255)
(31, 546.766)
(32, 559.524)
(33, 570.868)
(34, 581.888)
(35, 594.229)
(36, 603.7)
(37, 614.581)
(38, 625.276)
(39, 636.371)
(40, 644.748)
(41, 655.867)
(42, 667.191)
(43, 676.222)
(44, 683.901)
(45, 697.124)
(46, 705.583)
(47, 713.98)
(48, 724.561)
(49, 732.597)
(50, 744.736)
(50, 68.276)
(50, 68.2591)
(50, 68.2027)
(50, 68.2813)
(50, 739.442)
(50, 747.828)
(50, 736.887)
(50, 750.755)
(50, 742.235)
(50, 0)
(50, 0)
(50, 0)
(50, 0)
(50, 31.13)
(50, 61.2257)
(50, 31.0837)
(50, 59.9412)
(50, 30.4411)
(50, 60.1377)
(50, 30.2093)
(50, 60.1023)
(50, 31.1147)
(50, 58.5374)
(50, 30.3298)
(50, 60.319)
(50, 31.1819)
(50, 60.038)
(50, 30.4588)
(50, 60.164)
(50, 31.2332)
(50, 59.6302)
(50, 29.8657)
(50, 62.1466)
(50, 30.1311)
(50, 59.6184)
(50, 31.24)
(50, 59.4035)
(50, 88.5217)
(50, 31.2449)
(50, 59.2671)
(50, 87.7706)
(50, 110.566)
(50, 137.192)
(50, 160.101)
(50, 183.218)
(50, 203.097)
(50, 217.272)
(50, 239.238)
(50, 258.703)
(50, 276.316)
(50, 295.295)
(50, 307.304)
(50, 320.359)
(50, 342.093)
(50, 351.669)
(50, 369.241)
(50, 387.569)
(50, 402.245)
(50, 418.369)
(50, 430.38)
(50, 439.245)
(50, 455.688)
(50, 469.7)
(50, 485.655)
(50, 498.674)
(50, 501.819)
(50, 521.016)
(50, 535.137)
(50, 541.429)
(50, 556.665)
(50, 570.754)
(50, 579.224)
(50, 588.466)
(50, 602.207)
(50, 616.171)
(50, 625.413)
(50, 637.505)
(50, 641.967)
(50, 653.298)
(50, 664.926)
(50, 675.366)
(50, 682.409)
(50, 701.943)
(50, 703.057)
(50, 716.161)
(50, 726.454)
(50, 728.501)
(50, 728.678)
(50, 732.971)
(1, 30.2125),(2, 60.0886),(3, 86.5825),(4, 111.253),(5, 139.578),(6, 160.566),(7, 183.956),(8, 199.846),(9, 215.103),(10, 240.42),(11, 260.017),(12, 275.011),(13, 295.104),(14, 305.222),(15, 323.198),(16, 337.521),(17, 352.782),(18, 376.518),(19, 386.193),(20, 403.085),(21, 417.391),(22, 433.154),(23, 443.349),(24, 455.323),(25, 475.395),(26, 488.375),(27, 500.152),(28, 504.637),(29, 527.289),(30, 532.643),(31, 547.507),(32, 562.168),(33, 567.153),(34, 583.986),(35, 595.143),(36, 600.414),(37, 615.014),(38, 621.481),(39, 637.591),(40, 642.819),(41, 653.172),(42, 668.518),(43, 672.16),(44, 689.693),(45, 690.71),(46, 703.296),(47, 710.54),(48, 723.665),(49, 730.629),(50, 737.576),(1, 30.0507)
(2, 60.2863)
(3, 85.7121)
(4, 112.528)
(5, 136.089)
(6, 160.193)
(7, 182.08)
(8, 199.727)
