K,R,RANDOMS,l,B,disjoint,worse,n_pred,approximation
10,2,0,10.0,9.0,1,0,0,0.803669725
10,2,0,10.0,9.0,1,0,1,0.803669725
10,2,0,10.0,9.0,1,0,2,0.803669725
10,2,0,10.0,9.0,1,1,0,0.803669725
10,2,0,10.0,9.0,1,1,1,0.803669725
10,2,0,10.0,9.0,1,1,2,0.803669725
20,5,0,10.0,9.0,1,0,0,0.736228814
20,5,0,10.0,9.0,1,0,1,0.736228814
20,5,0,10.0,9.0,1,0,2,1.0
20,5,0,10.0,9.0,1,0,3,1.0
20,5,0,10.0,9.0,1,0,4,1.0
20,5,0,10.0,9.0,1,0,5,1.0
20,5,0,10.0,9.0,1,1,0,0.736228814
20,5,0,10.0,9.0,1,1,1,0.736228814
20,5,0,10.0,9.0,1,1,2,0.736228814
20,5,0,10.0,9.0,1,1,3,0.736228814
20,5,0,10.0,9.0,1,1,4,0.736228814
20,5,0,10.0,9.0,1,1,5,0.736228814
30,7,0,10.0,9.0,1,0,0,0.737382298
30,7,0,10.0,9.0,1,0,1,0.737382298
30,7,0,10.0,9.0,1,0,2,0.737382298
30,7,0,10.0,9.0,1,0,3,1.0
30,7,0,10.0,9.0,1,0,4,1.0
30,7,0,10.0,9.0,1,0,5,1.0
30,7,0,10.0,9.0,1,0,6,1.0
30,7,0,10.0,9.0,1,0,7,1.0
30,7,0,10.0,9.0,1,1,0,0.737382298
30,7,0,10.0,9.0,1,1,1,0.737382298
30,7,0,10.0,9.0,1,1,2,0.737382298
30,7,0,10.0,9.0,1,1,3,0.737382298
30,7,0,10.0,9.0,1,1,4,0.737382298
30,7,0,10.0,9.0,1,1,5,0.737382298
30,7,0,10.0,9.0,1,1,6,0.737382298
30,7,0,10.0,9.0,1,1,7,0.737382298
40,10,0,10.0,9.0,1,0,0,0.722453222
40,10,0,10.0,9.0,1,0,1,0.722453222
40,10,0,10.0,9.0,1,0,2,1.0
40,10,0,10.0,9.0,1,0,3,1.0
40,10,0,10.0,9.0,1,0,4,1.0
40,10,0,10.0,9.0,1,0,5,1.0
40,10,0,10.0,9.0,1,0,6,1.0
40,10,0,10.0,9.0,1,0,7,1.0
40,10,0,10.0,9.0,1,0,8,1.0
40,10,0,10.0,9.0,1,0,9,1.0
40,10,0,10.0,9.0,1,0,10,1.0
40,10,0,10.0,9.0,1,1,0,0.722453222
40,10,0,10.0,9.0,1,1,1,0.722453222
40,10,0,10.0,9.0,1,1,2,0.722453222
40,10,0,10.0,9.0,1,1,3,0.722453222
40,10,0,10.0,9.0,1,1,4,0.722453222
40,10,0,10.0,9.0,1,1,5,0.722453222
40,10,0,10.0,9.0,1,1,6,0.722453222
40,10,0,10.0,9.0,1,1,7,0.722453222
40,10,0,10.0,9.0,1,1,8,0.722453222
40,10,0,10.0,9.0,1,1,9,0.722453222
40,10,0,10.0,9.0,1,1,10,0.722453222
50,12,0,10.0,9.0,1,0,0,0.725742905
50,12,0,10.0,9.0,1,0,1,0.725742905
50,12,0,10.0,9.0,1,0,2,1.0
50,12,0,10.0,9.0,1,0,3,1.0
50,12,0,10.0,9.0,1,0,4,1.0
50,12,0,10.0,9.0,1,0,5,1.0
50,12,0,10.0,9.0,1,0,6,1.0
50,12,0,10.0,9.0,1,0,7,1.0
50,12,0,10.0,9.0,1,0,8,1.0
50,12,0,10.0,9.0,1,0,9,1.0
50,12,0,10.0,9.0,1,0,10,1.0
50,12,0,10.0,9.0,1,0,11,1.0
50,12,0,10.0,9.0,1,0,12,1.0
50,12,0,10.0,9.0,1,1,0,0.725742905
50,12,0,10.0,9.0,1,1,1,0.725742905
50,12,0,10.0,9.0,1,1,2,0.725742905
50,12,0,10.0,9.0,1,1,3,0.725742905
50,12,0,10.0,9.0,1,1,4,0.725742905
50,12,0,10.0,9.0,1,1,5,0.725742905
50,12,0,10.0,9.0,1,1,6,0.725742905
50,12,0,10.0,9.0,1,1,7,0.725742905
50,12,0,10.0,9.0,1,1,8,0.725742905
50,12,0,10.0,9.0,1,1,9,0.725742905
50,12,0,10.0,9.0,1,1,10,0.725742905
50,12,0,10.0,9.0,1,1,11,0.725742905
50,12,0,10.0,9.0,1,1,12,0.725742905
60,15,0,10.0,9.0,1,0,0,0.717975207
60,15,0,10.0,9.0,1,0,1,0.717975207
60,15,0,10.0,9.0,1,0,2,1.0
60,15,0,10.0,9.0,1,0,3,1.0
60,15,0,10.0,9.0,1,0,4,1.0
60,15,0,10.0,9.0,1,0,5,1.0
60,15,0,10.0,9.0,1,0,6,1.0
60,15,0,10.0,9.0,1,0,7,1.0
60,15,0,10.0,9.0,1,0,8,1.0
60,15,0,10.0,9.0,1,0,9,1.0
60,15,0,10.0,9.0,1,0,10,1.0
60,15,0,10.0,9.0,1,0,11,1.0
60,15,0,10.0,9.0,1,0,12,1.0
60,15,0,10.0,9.0,1,0,13,1.0
60,15,0,10.0,9.0,1,0,14,1.0
60,15,0,10.0,9.0,1,0,15,1.0
60,15,0,10.0,9.0,1,1,0,0.717975207
60,15,0,10.0,9.0,1,1,1,0.717975207
60,15,0,10.0,9.0,1,1,2,0.717975207
60,15,0,10.0,9.0,1,1,3,0.717975207
60,15,0,10.0,9.0,1,1,4,0.717975207
60,15,0,10.0,9.0,1,1,5,0.717975207
60,15,0,10.0,9.0,1,1,6,0.717975207
60,15,0,10.0,9.0,1,1,7,0.717975207
60,15,0,10.0,9.0,1,1,8,0.717975207
60,15,0,10.0,9.0,1,1,9,0.717975207
60,15,0,10.0,9.0,1,1,10,0.717975207
60,15,0,10.0,9.0,1,1,11,0.717975207
60,15,0,10.0,9.0,1,1,12,0.717975207
60,15,0,10.0,9.0,1,1,13,0.717975207
60,15,0,10.0,9.0,1,1,14,0.717975207
60,15,0,10.0,9.0,1,1,15,0.717975207
70,17,0,10.0,9.0,1,0,0,0.720903859
70,17,0,10.0,9.0,1,0,1,0.720903859
70,17,0,10.0,9.0,1,0,2,1.0
70,17,0,10.0,9.0,1,0,3,1.0
70,17,0,10.0,9.0,1,0,4,1.0
70,17,0,10.0,9.0,1,0,5,1.0
70,17,0,10.0,9.0,1,0,6,1.0
70,17,0,10.0,9.0,1,0,7,1.0
70,17,0,10.0,9.0,1,0,8,1.0
70,17,0,10.0,9.0,1,0,9,1.0
70,17,0,10.0,9.0,1,0,10,1.0
70,17,0,10.0,9.0,1,0,11,1.0
70,17,0,10.0,9.0,1,0,12,1.0
70,17,0,10.0,9.0,1,0,13,1.0
70,17,0,10.0,9.0,1,0,14,1.0
70,17,0,10.0,9.0,1,0,15,1.0
70,17,0,10.0,9.0,1,0,16,1.0
70,17,0,10.0,9.0,1,0,17,1.0
70,17,0,10.0,9.0,1,1,0,0.720903859
70,17,0,10.0,9.0,1,1,1,0.720903859
70,17,0,10.0,9.0,1,1,2,0.720903859
70,17,0,10.0,9.0,1,1,3,0.720903859
70,17,0,10.0,9.0,1,1,4,0.720903859
70,17,0,10.0,9.0,1,1,5,0.720903859
70,17,0,10.0,9.0,1,1,6,0.720903859
70,17,0,10.0,9.0,1,1,7,0.720903859
