K,R,RANDOMS,l,B,disjoint,worse,n_pred,approximation
10,2,0,10.0,8.0,1,0,0,0.807407407
10,2,0,10.0,8.0,1,0,1,0.807407407
10,2,0,10.0,8.0,1,0,2,0.807407407
10,2,0,10.0,8.0,1,1,0,0.807407407
10,2,0,10.0,8.0,1,1,1,0.807407407
10,2,0,10.0,8.0,1,1,2,0.807407407
20,5,0,10.0,8.0,1,0,0,0.743534483
20,5,0,10.0,8.0,1,0,1,0.743534483
20,5,0,10.0,8.0,1,0,2,1.0
20,5,0,10.0,8.0,1,0,3,1.0
20,5,0,10.0,8.0,1,0,4,1.0
20,5,0,10.0,8.0,1,0,5,1.0
20,5,0,10.0,8.0,1,1,0,0.743534483
20,5,0,10.0,8.0,1,1,1,0.743534483
20,5,0,10.0,8.0,1,1,2,0.743534483
20,5,0,10.0,8.0,1,1,3,0.743534483
20,5,0,10.0,8.0,1,1,4,0.743534483
20,5,0,10.0,8.0,1,1,5,0.743534483
30,7,0,10.0,8.0,1,0,0,0.745402299
30,7,0,10.0,8.0,1,0,1,0.745402299
30,7,0,10.0,8.0,1,0,2,1.0
30,7,0,10.0,8.0,1,0,3,1.0
30,7,0,10.0,8.0,1,0,4,1.0
30,7,0,10.0,8.0,1,0,5,1.0
30,7,0,10.0,8.0,1,0,6,1.0
30,7,0,10.0,8.0,1,0,7,1.0
30,7,0,10.0,8.0,1,1,0,0.745402299
30,7,0,10.0,8.0,1,1,1,0.745402299
30,7,0,10.0,8.0,1,1,2,0.745402299
30,7,0,10.0,8.0,1,1,3,0.745402299
30,7,0,10.0,8.0,1,1,4,0.745402299
30,7,0,10.0,8.0,1,1,5,0.745402299
30,7,0,10.0,8.0,1,1,6,0.745402299
30,7,0,10.0,8.0,1,1,7,0.745402299
40,10,0,10.0,8.0,1,0,0,0.730932203
40,10,0,10.0,8.0,1,0,1,0.730932203
40,10,0,10.0,8.0,1,0,2,1.0
40,10,0,10.0,8.0,1,0,3,1.0
40,10,0,10.0,8.0,1,0,4,1.0
40,10,0,10.0,8.0,1,0,5,1.0
40,10,0,10.0,8.0,1,0,6,1.0
40,10,0,10.0,8.0,1,0,7,1.0
40,10,0,10.0,8.0,1,0,8,1.0
40,10,0,10.0,8.0,1,0,9,1.0
40,10,0,10.0,8.0,1,0,10,1.0
40,10,0,10.0,8.0,1,1,0,0.730932203
40,10,0,10.0,8.0,1,1,1,0.730932203
40,10,0,10.0,8.0,1,1,2,0.730932203
40,10,0,10.0,8.0,1,1,3,0.730932203
40,10,0,10.0,8.0,1,1,4,0.730932203
40,10,0,10.0,8.0,1,1,5,0.730932203
40,10,0,10.0,8.0,1,1,6,0.730932203
40,10,0,10.0,8.0,1,1,7,0.730932203
40,10,0,10.0,8.0,1,1,8,0.730932203
40,10,0,10.0,8.0,1,1,9,0.730932203
40,10,0,10.0,8.0,1,1,10,0.730932203
50,12,0,10.0,8.0,1,0,0,0.734421769
50,12,0,10.0,8.0,1,0,1,0.734421769
50,12,0,10.0,8.0,1,0,2,1.0
50,12,0,10.0,8.0,1,0,3,1.0
50,12,0,10.0,8.0,1,0,4,1.0
50,12,0,10.0,8.0,1,0,5,1.0
50,12,0,10.0,8.0,1,0,6,1.0
50,12,0,10.0,8.0,1,0,7,1.0
50,12,0,10.0,8.0,1,0,8,1.0
50,12,0,10.0,8.0,1,0,9,1.0
50,12,0,10.0,8.0,1,0,10,1.0
50,12,0,10.0,8.0,1,0,11,1.0
50,12,0,10.0,8.0,1,0,12,1.0
50,12,0,10.0,8.0,1,1,0,0.734421769
50,12,0,10.0,8.0,1,1,1,0.734421769
50,12,0,10.0,8.0,1,1,2,0.734421769
50,12,0,10.0,8.0,1,1,3,0.734421769
50,12,0,10.0,8.0,1,1,4,0.734421769
50,12,0,10.0,8.0,1,1,5,0.734421769
50,12,0,10.0,8.0,1,1,6,0.734421769
50,12,0,10.0,8.0,1,1,7,0.734421769
50,12,0,10.0,8.0,1,1,8,0.734421769
50,12,0,10.0,8.0,1,1,9,0.734421769
50,12,0,10.0,8.0,1,1,10,0.734421769
50,12,0,10.0,8.0,1,1,11,0.734421769
50,12,0,10.0,8.0,1,1,12,0.734421769
60,15,0,10.0,8.0,1,0,0,0.726825843
60,15,0,10.0,8.0,1,0,1,0.726825843
60,15,0,10.0,8.0,1,0,2,1.0
60,15,0,10.0,8.0,1,0,3,1.0
60,15,0,10.0,8.0,1,0,4,1.0
60,15,0,10.0,8.0,1,0,5,1.0
