K,R,RANDOMS,l,B,disjoint,worse,n_pred,approximation
10,2,0,10.0,3.0,1,0,0,0.827184466
10,2,0,10.0,3.0,1,0,1,0.827184466
10,2,0,10.0,3.0,1,0,2,1.0
10,2,0,10.0,3.0,1,1,0,0.827184466
10,2,0,10.0,3.0,1,1,1,0.827184466
10,2,0,10.0,3.0,1,1,2,0.827184466
20,5,0,10.0,3.0,1,0,0,0.784198113
20,5,0,10.0,3.0,1,0,1,1.0
20,5,0,10.0,3.0,1,0,2,1.0
20,5,0,10.0,3.0,1,0,3,1.0
20,5,0,10.0,3.0,1,0,4,1.0
20,5,0,10.0,3.0,1,0,5,1.0
20,5,0,10.0,3.0,1,1,0,0.784198113
20,5,0,10.0,3.0,1,1,1,1.0
20,5,0,10.0,3.0,1,1,2,0.985849057
20,5,0,10.0,3.0,1,1,3,0.971698113
20,5,0,10.0,3.0,1,1,4,0.95754717
20,5,0,10.0,3.0,1,1,5,0.943396226
30,7,0,10.0,3.0,1,0,0,0.790041929
30,7,0,10.0,3.0,1,0,1,1.0
30,7,0,10.0,3.0,1,0,2,1.0
30,7,0,10.0,3.0,1,0,3,1.0
30,7,0,10.0,3.0,1,0,4,1.0
30,7,0,10.0,3.0,1,0,5,1.0
30,7,0,10.0,3.0,1,0,6,1.0
30,7,0,10.0,3.0,1,0,7,1.0
30,7,0,10.0,3.0,1,1,0,0.790041929
30,7,0,10.0,3.0,1,1,1,1.0
30,7,0,10.0,3.0,1,1,2,0.990566038
30,7,0,10.0,3.0,1,1,3,0.981132075
30,7,0,10.0,3.0,1,1,4,0.971698113
30,7,0,10.0,3.0,1,1,5,0.962264151
30,7,0,10.0,3.0,1,1,6,0.952830189
30,7,0,10.0,3.0,1,1,7,0.943396226
40,10,0,10.0,3.0,1,0,0,0.778688525
40,10,0,10.0,3.0,1,0,1,1.0
40,10,0,10.0,3.0,1,0,2,1.0
40,10,0,10.0,3.0,1,0,3,1.0
40,10,0,10.0,3.0,1,0,4,1.0
40,10,0,10.0,3.0,1,0,5,1.0
40,10,0,10.0,3.0,1,0,6,1.0
40,10,0,10.0,3.0,1,0,7,1.0
40,10,0,10.0,3.0,1,0,8,1.0
40,10,0,10.0,3.0,1,0,9,1.0
